latitude,longitude,status
52.76959372857143,-1.2042477571428571,delivering
52.769546733333335,-1.2043439333333334,delivering
52.769499738095234,-1.2044401095238095,delivering
52.76945274285714,-1.2045362857142856,delivering
52.76940574761905,-1.2046324619047617,delivering
52.76935875238095,-1.204728638095238,delivering
52.76931175714286,-1.204824814285714,delivering
52.769264761904765,-1.2049209904761902,delivering
52.769217766666664,-1.2050171666666663,delivering
52.76917077142857,-1.2051133428571426,delivering
52.769123776190476,-1.2052095190476186,delivering
52.76907678095238,-1.2053056952380947,delivering
52.76902978571429,-1.2054018714285708,delivering
52.76898279047619,-1.205498047619047,delivering
52.76893579523809,-1.2055942238095232,delivering
52.7688888,-1.2056903999999993,delivering
52.76886284999999,-1.2058513999999996,delivering
52.76883689999998,-1.2060123999999999,delivering
52.76879816666665,-1.2061205249999998,delivering
52.768759433333315,-1.20622865,delivering
52.76872069999999,-1.2063367749999998,delivering
52.768681966666655,-1.2064448999999997,delivering
52.76864323333332,-1.2065530249999998,delivering
52.768604499999995,-1.2066611499999997,delivering
52.76856576666666,-1.2067692749999996,delivering
52.76852703333333,-1.2068773999999998,delivering
52.768488299999994,-1.2069855249999997,delivering
52.76844956666666,-1.2070936499999996,delivering
52.768410833333334,-1.2072017749999997,delivering
52.7683721,-1.2073098999999996,delivering
52.768300975,-1.2073967749999999,delivering
52.76822985,-1.2074836500000001,delivering
52.768158725,-1.2075705250000004,delivering
52.7680876,-1.2076574000000007,delivering
52.768018966666666,-1.2077167333333343,delivering
52.767950333333324,-1.2077760666666677,delivering
52.76788169999999,-1.2078354000000013,delivering
52.76780612499999,-1.2079068000000013,delivering
52.767730549999996,-1.2079782000000012,delivering
52.767654975,-1.208049600000001,delivering
52.7675794,-1.2081210000000009,delivering
52.76750988888889,-1.2081852333333343,delivering
52.76744037777778,-1.2082494666666674,delivering
52.76737086666667,-1.2083137000000008,delivering
52.76730135555555,-1.208377933333334,delivering
52.767231844444446,-1.2084421666666674,delivering
52.76716233333333,-1.2085064000000005,delivering
52.76709282222222,-1.208570633333334,delivering
52.76702331111111,-1.208634866666667,delivering
52.766953799999996,-1.2086991000000005,delivering
52.76687783999999,-1.2087565200000006,delivering
52.766801879999996,-1.2088139400000006,delivering
52.76672591999999,-1.2088713600000007,delivering
52.766649959999995,-1.2089287800000008,delivering
52.76657399999999,-1.208986200000001,delivering
52.766499259999996,-1.2089535400000007,delivering
52.766424519999994,-1.2089208800000006,delivering
52.76634978,-1.2088882200000004,delivering
52.76627504,-1.2088555600000004,delivering
52.7662003,-1.2088229000000001,delivering
52.7661211,-1.2088976000000002,delivering
52.766041900000005,-1.2089723000000006,delivering
52.7659627,-1.2090470000000006,delivering
52.76589433125,-1.2091069375000005,delivering
52.7658259625,-1.2091668750000004,delivering
52.76575759375,-1.2092268125000005,delivering
52.765689225,-1.2092867500000004,delivering
52.765620856249996,-1.2093466875000003,delivering
52.765552487499995,-1.2094066250000002,delivering
52.765484118749995,-1.2094665625,delivering
52.765415749999995,-1.2095265,delivering
52.765347381249995,-1.2095864375,delivering
52.765279012499995,-1.209646375,delivering
52.765210643749995,-1.2097063124999998,delivering
52.76514227499999,-1.2097662499999997,delivering
52.76507390624999,-1.2098261874999996,delivering
52.76500553749999,-1.2098861249999997,delivering
52.76493716874999,-1.2099460624999996,delivering
52.76486879999999,-1.2100059999999995,delivering
52.7649008235294,-1.210116558823529,delivering
52.764932847058816,-1.2102271176470585,delivering
52.76496487058822,-1.210337676470588,delivering
52.76499689411764,-1.2104482352941175,delivering
52.76502891764705,-1.2105587941176468,delivering
52.765060941176465,-1.2106693529411763,delivering
52.76509296470587,-1.2107799117647058,delivering
52.765124988235286,-1.2108904705882353,delivering
52.7651570117647,-1.2110010294117648,delivering
52.765189035294114,-1.2111115882352943,delivering
52.76522105882352,-1.2112221470588238,delivering
52.765253082352935,-1.2113327058823533,delivering
52.76528510588235,-1.2114432647058826,delivering
52.76531712941176,-1.211553823529412,delivering
52.76534915294117,-1.2116643823529416,delivering
52.765381176470584,-1.211774941176471,delivering
52.7654132,-1.2118855000000006,picking
52.765381176470584,-1.211774941176471,picking
52.76534915294117,-1.2116643823529416,picking
52.76531712941176,-1.211553823529412,picking
52.76528510588235,-1.2114432647058826,picking
52.765253082352935,-1.2113327058823533,picking
52.76522105882352,-1.2112221470588238,picking
52.765189035294114,-1.2111115882352943,picking
52.7651570117647,-1.2110010294117648,picking
52.765124988235286,-1.2108904705882353,picking
52.76509296470587,-1.2107799117647058,picking
52.765060941176465,-1.2106693529411763,picking
52.76502891764705,-1.2105587941176468,picking
52.76499689411764,-1.2104482352941175,picking
52.76496487058822,-1.210337676470588,picking
52.764932847058816,-1.2102271176470585,picking
52.7649008235294,-1.210116558823529,picking
52.76486879999999,-1.2100059999999995,picking
52.764796533333325,-1.2100648749999996,picking
52.764724266666654,-1.2101237499999997,picking
52.76465199999999,-1.2101826249999998,picking
52.76457973333332,-1.2102415,picking
52.76450746666666,-1.210300375,picking
52.764435199999994,-1.2103592500000002,picking
52.764362933333324,-1.2104181250000003,picking
52.76429066666666,-1.2104770000000005,picking
52.76421839999999,-1.2105358750000006,picking
52.76414613333333,-1.2105947500000007,picking
52.764073866666656,-1.2106536250000008,picking
52.76400159999999,-1.210712500000001,picking
52.76393337777777,-1.210767611111112,picking
52.76386515555555,-1.2108227222222232,picking
52.763796933333325,-1.2108778333333343,picking
52.763728711111106,-1.2109329444444454,picking
52.76366048888888,-1.2109880555555568,picking
52.76359226666666,-1.211043166666668,picking
52.76352404444444,-1.211098277777779,picking
52.76345582222222,-1.2111533888888901,picking
52.763387599999994,-1.2112085000000012,picking
52.76331859999999,-1.211263500000001,picking
52.763249599999995,-1.2113185000000004,picking
52.76318059999999,-1.2113735,picking
52.76310741999999,-1.21140156,picking
52.76303423999999,-1.2114296200000003,picking
52.762961059999995,-1.2114576800000003,picking
52.762887879999994,-1.2114857400000005,picking
52.76281469999999,-1.2115138000000005,picking
52.76274151999999,-1.2115418600000005,picking
52.76266833999999,-1.2115699200000007,picking
52.76259516,-1.2115979800000007,picking
52.762521979999995,-1.211626040000001,picking
52.762448799999994,-1.211654100000001,picking
52.76235606666666,-1.211668500000001,picking
52.76226333333333,-1.2116829000000007,picking
52.7621706,-1.2116973000000006,picking
52.76209454,-1.2116928400000007,picking
52.76201848,-1.2116883800000007,picking
52.76194242,-1.211683920000001,picking
52.76186636,-1.211679460000001,picking
52.7617903,-1.211675000000001,picking
52.76174659999999,-1.2116399000000002,picking
52.76172459999999,-1.211631700000001,picking
52.761639349999996,-1.2117184500000002,picking
52.7615541,-1.2118051999999997,picking
52.76154640000001,-1.2118771000000008,picking
52.76149246666667,-1.2120118333333338,picking
52.76143853333333,-1.2121465666666669,picking
52.76138459999999,-1.2122813,picking
52.761321699999996,-1.2123655,picking
52.76123935,-1.2124755999999994,picking
52.761157,-1.212585699999999,picking
52.76108249999999,-1.2126920333333329,picking
52.76100799999999,-1.2127983666666666,picking
52.760933499999986,-1.2129047000000004,picking
52.760870299999986,-1.2129964000000002,picking
52.760807099999994,-1.2130881,picking
52.760743899999994,-1.2131797999999998,picking
52.760683694736834,-1.213262647368421,picking
52.76062348947368,-1.2133454947368418,picking
52.76056328421052,-1.213428342105263,picking
52.760503078947366,-1.213511189473684,picking
52.760442873684205,-1.213594036842105,picking
52.76038266842105,-1.213676884210526,picking
52.76032246315789,-1.213759731578947,picking
52.76026225789474,-1.2138425789473681,picking
52.76020205263158,-1.2139254263157893,picking
52.76014184736842,-1.2140082736842102,picking
52.76008164210526,-1.2140911210526313,picking
52.76002143684211,-1.2141739684210524,picking
52.75996123157895,-1.2142568157894733,picking
52.759901026315795,-1.2143396631578944,picking
52.759840821052634,-1.2144225105263153,picking
52.75978061578948,-1.2145053578947365,picking
52.75972041052632,-1.2145882052631576,picking
52.75966020526317,-1.2146710526315785,picking
52.759600000000006,-1.2147538999999996,picking
52.75964384615385,-1.214860392307692,picking
52.75968769230769,-1.2149668846153843,picking
52.759731538461544,-1.2150733769230766,picking
52.75977538461539,-1.215179869230769,picking
52.75981923076923,-1.2152863615384613,picking
52.759863076923075,-1.2153928538461536,picking
52.759906923076926,-1.215499346153846,picking
52.75995076923077,-1.2156058384615382,picking
52.75999461538461,-1.2157123307692306,picking
52.76003846153846,-1.215818823076923,picking
52.76008230769231,-1.2159253153846152,picking
52.76012615384615,-1.2160318076923076,picking
52.760169999999995,-1.2161383,picking
52.76021605833333,-1.216241725,picking
52.76026211666667,-1.21634515,picking
52.760308175,-1.2164485749999998,picking
52.76035423333333,-1.2165519999999999,picking
